person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,16800,mortgage,0.0,homeimprovement,c,4750,13.85,1,0.28,y,2
25,111996,rent,9.0,personal,d,24250,10.99,0,0.22,n,3
21,16800,mortgage,0.0,venture,b,6000,10.39,1,0.36,n,4
25,115200,rent,0.0,homeimprovement,b,24250,11.36,0,0.21,n,2
23,144000,rent,0.0,education,b,24250,11.83,0,0.17,n,3
23,287000,rent,3.0,education,b,24250,12.53,0,0.08,n,3
22,108000,rent,1.0,homeimprovement,d,24150,14.96,1,0.22,y,3
22,43000,rent,7.0,debtconsolidation,c,24000,13.85,1,0.56,y,3
23,47004,rent,1.0,venture,b,24000,11.58,1,0.51,n,4
24,48000,rent,4.0,venture,d,24000,16.29,1,0.5,y,2
26,48000,rent,4.0,medical,a,24000,10.99,1,0.5,n,3
21,44964,rent,2.0,education,d,24000,16.29,1,0.53,y,2
25,52000,rent,4.0,personal,b,24000,10.74,1,0.46,n,2
22,17352,mortgage,4.0,education,c,2250,15.27,0,0.13,y,3
24,47000,rent,3.0,personal,f,24000,17.8,1,0.51,n,2
22,17400,mortgage,6.0,venture,b,1000,11.36,0,0.06,n,2
22,49000,rent,2.0,medical,e,24000,17.56,1,0.49,n,4
26,60000,rent,0.0,personal,a,24000,7.9,1,0.4,n,4
25,60000,rent,3.0,personal,b,24000,10.99,1,0.4,n,4
22,60000,rent,0.0,personal,a,24000,7.29,1,0.4,n,3
21,60000,rent,5.0,medical,b,24000,10.75,1,0.4,n,2
26,62004,rent,9.0,debtconsolidation,a,24000,7.9,1,0.39,n,3
22,62400,rent,3.0,education,d,24000,14.84,1,0.38,n,2
26,65000,rent,10.0,debtconsolidation,a,24000,10.99,1,0.37,n,2
22,17760,mortgage,6.0,education,c,4975,10.99,1,0.28,y,3
23,59000,rent,5.0,debtconsolidation,e,24000,19.69,1,0.41,y,2
23,66000,rent,6.0,venture,a,24000,10.99,1,0.36,n,4
24,60000,rent,0.0,venture,d,24000,14.96,1,0.4,n,4
25,66143,rent,9.0,education,a,24000,6.99,1,0.36,n,3
22,62250,rent,3.0,personal,e,24000,16.45,1,0.39,y,4
24,70000,rent,8.0,education,b,24000,10.99,1,0.34,n,4
23,74000,rent,7.0,debtconsolidation,b,24000,10.99,1,0.32,n,2
22,18000,own,3.0,personal,a,3000,7.9,1,0.17,n,4
22,75000,rent,6.0,education,b,24000,12.69,1,0.32,n,4
24,75000,rent,9.0,medical,b,24000,10.37,1,0.32,n,3
24,75000,rent,7.0,homeimprovement,c,24000,10.99,1,0.32,n,3
26,69000,rent,0.0,debtconsolidation,f,24000,15.83,1,0.35,n,3
23,78000,rent,4.0,personal,c,24000,13.92,1,0.31,n,3
22,18000,own,4.0,venture,b,2000,11.49,0,0.11,n,3
24,80000,rent,2.0,medical,b,24000,10.25,0,0.3,n,2
22,18000,own,1.0,homeimprovement,a,3500,7.49,1,0.19,n,4
23,18000,own,3.0,education,a,4000,5.99,1,0.22,n,2
23,74700,rent,6.0,personal,d,24000,12.92,1,0.32,n,2
26,88596,rent,3.0,personal,b,24000,11.58,0,0.27,n,3
25,95000,rent,4.0,education,a,24000,8.9,0,0.25,n,2
22,83000,rent,6.0,debtconsolidation,e,24000,19.69,1,0.29,n,3
25,95000,rent,9.0,venture,a,24000,6.54,0,0.25,n,4
21,18000,own,3.0,homeimprovement,d,4900,14.54,1,0.27,y,4
21,18000,own,4.0,education,b,5000,11.11,1,0.28,n,2
26,100000,rent,5.0,personal,c,24000,12.73,0,0.24,n,4
24,110000,rent,7.0,venture,d,24000,15.62,0,0.22,n,4
24,18000,own,0.0,homeimprovement,a,6250,6.54,1,0.35,n,4
22,98000,rent,7.0,debtconsolidation,f,24000,10.99,1,0.24,y,2
26,103872,rent,6.0,debtconsolidation,g,24000,20.03,1,0.23,n,4
22,120000,rent,4.0,education,b,24000,9.91,0,0.2,n,4
24,120000,rent,1.0,venture,b,24000,12.69,0,0.2,n,4
26,108000,rent,9.0,education,g,24000,20.16,1,0.22,n,3
24,124080,rent,4.0,personal,d,24000,16.49,0,0.19,y,4
23,18000,mortgage,1.0,medical,d,2500,15.95,1,0.14,n,2
24,130000,rent,7.0,debtconsolidation,b,24000,11.49,0,0.18,n,3
25,135000,rent,8.0,personal,b,24000,10.99,0,0.18,n,2
24,135000,rent,4.0,homeimprovement,c,24000,13.79,0,0.18,n,2
23,114750,rent,2.0,medical,g,24000,20.03,1,0.18,y,3
23,150000,rent,0.0,education,a,24000,7.49,0,0.16,n,4
23,138000,rent,7.0,debtconsolidation,d,24000,16.0,1,0.17,y,2
24,18000,own,6.0,personal,a,13000,7.88,1,0.72,n,3
21,18000,own,0.0,venture,b,6250,10.62,1,0.35,n,4
26,155000,rent,7.0,debtconsolidation,b,24000,10.99,0,0.15,n,4
26,148000,rent,1.0,education,f,24000,18.3,1,0.16,n,2
26,170000,rent,3.0,debtconsolidation,c,24000,10.99,0,0.14,y,2
21,18000,own,1.0,personal,b,2500,11.36,0,0.14,n,3
24,43896,rent,8.0,homeimprovement,b,23975,10.99,1,0.55,n,2
23,120000,rent,4.0,medical,c,23750,13.47,0,0.2,n,2
24,54996,rent,2.0,personal,b,23600,11.89,1,0.43,n,3
24,18000,mortgage,0.0,debtconsolidation,b,10000,12.18,1,0.56,n,2
25,102000,rent,9.0,debtconsolidation,c,23600,13.49,0,0.23,n,4
23,75000,rent,3.0,personal,e,23575,14.5,1,0.31,n,4
22,18000,own,2.0,medical,c,4000,10.99,1,0.22,n,2
22,18000,own,1.0,medical,d,5400,15.31,1,0.3,y,2
25,18000,mortgage,1.0,medical,b,4000,10.99,1,0.22,n,3
21,18000,own,5.0,venture,b,3375,10.99,1,0.19,n,2
22,66960,rent,1.0,venture,a,23400,7.49,1,0.35,n,2
22,43385,rent,7.0,personal,c,23000,10.99,1,0.53,n,3
25,56544,rent,3.0,education,b,23000,10.99,1,0.41,n,2
23,60000,rent,2.0,venture,b,23000,12.18,1,0.38,n,4
24,18000,mortgage,3.0,venture,c,1200,11.34,0,0.07,y,4
25,63208,rent,9.0,education,b,23000,9.91,1,0.36,n,3
24,65000,rent,0.0,homeimprovement,b,23000,11.99,1,0.35,n,4
23,68000,rent,7.0,education,b,23000,9.62,1,0.34,n,2
22,18000,own,1.0,debtconsolidation,b,3000,9.96,1,0.17,n,3
25,80000,rent,9.0,venture,c,23000,10.99,0,0.29,n,2
24,88000,rent,1.0,venture,d,23000,14.54,1,0.26,n,2
22,58600,rent,5.0,medical,b,22750,11.36,1,0.39,n,4
23,70000,rent,7.0,debtconsolidation,c,22500,14.27,1,0.32,n,2
24,18287,own,3.0,homeimprovement,b,3000,11.99,1,0.16,n,3
26,69846,rent,2.0,education,f,22500,18.99,1,0.32,y,2
24,73000,rent,0.0,venture,e,22400,16.7,1,0.31,y,4
24,18500,mortgage,8.0,personal,a,5000,9.32,1,0.27,n,3
23,35000,rent,2.0,debtconsolidation,b,22250,12.69,1,0.64,n,3
25,43000,rent,9.0,homeimprovement,c,22000,13.11,1,0.51,n,2
25,52000,rent,4.0,personal,b,22000,10.74,1,0.42,n,2
21,18701,mortgage,0.0,personal,d,4200,14.11,1,0.22,y,4
22,57000,rent,6.0,education,b,22000,9.63,1,0.39,n,3
25,58000,rent,0.0,medical,c,22000,14.65,1,0.38,n,2
23,60000,rent,6.0,debtconsolidation,b,22000,10.25,1,0.37,n,4
24,60000,rent,3.0,venture,c,22000,14.26,1,0.37,y,2
25,18840,mortgage,5.0,education,b,3000,9.91,1,0.16,n,2
26,56000,rent,7.0,medical,e,22000,17.19,1,0.39,n,3
22,70000,rent,3.0,education,b,22000,11.36,1,0.31,n,4
22,66000,rent,1.0,education,f,22000,10.99,1,0.33,n,2
23,74064,rent,3.0,debtconsolidation,b,22000,10.59,0,0.3,n,3
24,76597,rent,5.0,education,b,22000,9.25,0,0.29,n,2
22,19000,own,6.0,medical,a,3625,8.49,1,0.19,n,3
26,77000,rent,0.0,venture,a,22000,6.54,0,0.29,n,3
21,19000,own,5.0,medical,a,6000,8.49,1,0.32,n,3
24,80000,rent,0.0,medical,a,22000,10.99,0,0.28,n,4
26,82600,rent,10.0,venture,b,22000,12.69,0,0.27,n,2
24,19000,own,3.0,medical,c,7400,13.85,1,0.39,n,2
25,19000,own,3.0,debtconsolidation,a,4000,7.4,1,0.21,n,3
23,84000,rent,3.0,debtconsolidation,b,22000,11.71,0,0.26,n,4
25,77650,rent,8.0,personal,b,22000,11.48,1,0.28,n,3
25,82000,rent,1.0,education,e,22000,17.51,1,0.27,n,2
21,19012,mortgage,0.0,debtconsolidation,d,3500,14.61,1,0.18,n,3
23,99996,rent,3.0,debtconsolidation,a,22000,7.88,0,0.22,n,4
23,110000,rent,0.0,personal,b,22000,10.99,0,0.2,n,3
22,19200,mortgage,6.0,personal,b,4950,11.71,1,0.26,n,2
25,57000,rent,4.0,personal,b,21700,11.99,1,0.38,n,2
24,54000,rent,5.0,venture,c,21600,13.49,1,0.4,n,2
23,56000,rent,8.0,medical,g,21600,21.21,1,0.39,y,4
26,63000,rent,2.0,debtconsolidation,c,21600,14.35,1,0.34,y,3
22,82000,rent,3.0,personal,c,21600,13.61,0,0.26,y,3
22,78000,rent,6.0,debtconsolidation,b,21600,11.26,1,0.28,n,3
22,19200,own,0.0,venture,b,2400,10.59,0,0.13,n,3
24,112140,rent,8.0,medical,a,21600,7.9,0,0.19,n,2
24,19200,mortgage,4.0,homeimprovement,a,7000,5.99,1,0.36,n,4
25,19200,own,4.0,education,b,3000,11.99,1,0.16,n,4
24,59000,rent,5.0,medical,d,21500,16.89,1,0.36,n,3
24,70000,rent,5.0,homeimprovement,b,21500,9.99,1,0.31,n,3
24,116000,rent,5.0,education,d,21500,15.33,0,0.19,y,3
25,60000,rent,5.0,education,a,21450,7.29,1,0.36,n,4
22,31000,rent,5.0,debtconsolidation,b,21250,12.42,1,0.69,n,3
25,47052,rent,5.0,venture,b,21250,10.99,1,0.45,n,2
25,51060,rent,9.0,venture,a,21250,6.91,1,0.42,n,2
22,19200,mortgage,6.0,debtconsolidation,c,5000,14.17,1,0.26,y,2
22,53000,rent,3.0,medical,b,21250,10.25,1,0.4,n,3
26,19200,own,0.0,education,b,9250,10.99,1,0.48,n,2
24,56000,rent,8.0,venture,d,21250,15.95,1,0.38,y,3
24,65000,rent,4.0,education,d,21250,15.95,1,0.33,y,4
21,35000,rent,3.0,venture,b,21000,12.53,1,0.6,n,4
22,19200,mortgage,6.0,homeimprovement,d,1400,14.91,1,0.07,y,4
23,19200,mortgage,7.0,medical,a,3000,10.99,1,0.16,n,4
26,40000,rent,3.0,medical,a,21000,6.54,1,0.53,n,4
25,19200,own,2.0,venture,b,1000,10.99,0,0.05,n,3
26,42000,rent,0.0,medical,f,21000,17.26,1,0.5,y,4
23,63000,rent,2.0,medical,b,21000,11.36,1,0.33,n,2
26,19200,mortgage,5.0,venture,a,4000,7.51,1,0.21,n,4
22,59000,rent,2.0,personal,b,21000,10.71,1,0.36,n,3
22,70500,rent,3.0,personal,c,21000,13.98,0,0.3,y,4
26,65219,rent,11.0,debtconsolidation,d,21000,14.09,1,0.32,n,3
22,75000,rent,2.0,education,b,21000,10.0,0,0.28,n,3
22,19200,mortgage,3.0,medical,d,5000,15.33,1,0.26,n,3
25,62047,rent,9.0,medical,e,21000,16.32,1,0.29,y,4
24,79000,rent,8.0,homeimprovement,a,21000,7.9,0,0.27,n,2
23,80000,rent,3.0,medical,b,21000,11.99,0,0.26,n,3
24,84000,rent,8.0,medical,b,21000,10.75,0,0.25,n,4
26,85000,rent,3.0,homeimprovement,c,21000,13.92,0,0.25,n,3
22,93000,rent,1.0,education,b,21000,9.91,0,0.23,n,3
26,81000,rent,10.0,education,e,21000,16.95,1,0.26,y,3
26,97000,rent,1.0,education,a,21000,7.9,0,0.22,n,3
26,97000,rent,3.0,education,c,21000,10.99,0,0.22,y,3
25,100000,rent,2.0,personal,d,21000,16.49,1,0.21,y,3
26,19200,other,0.0,personal,c,7500,11.97,1,0.39,y,2
21,19253,mortgage,4.0,debtconsolidation,a,6250,6.17,1,0.32,n,3
26,125000,rent,5.0,homeimprovement,a,21000,8.9,0,0.17,n,2
25,125000,rent,9.0,education,c,21000,12.99,0,0.17,y,3
23,82000,rent,2.0,personal,b,20900,12.69,0,0.25,n,2
21,19500,mortgage,0.0,education,b,15000,9.64,1,0.77,n,2
26,50000,rent,7.0,venture,a,20500,7.49,1,0.41,n,3
23,70000,rent,2.0,education,c,20500,13.16,0,0.29,y,3
22,19800,own,1.0,education,a,2100,8.38,0,0.11,n,4
23,54000,rent,7.0,personal,a,20375,7.49,1,0.38,n,2
26,26000,rent,10.0,education,b,20050,9.76,1,0.77,n,2
24,33000,rent,1.0,debtconsolidation,b,20000,10.99,1,0.61,n,3
23,20000,own,0.0,personal,b,5000,11.71,0,0.25,n,4
22,20000,own,6.0,personal,b,9250,10.65,0,0.46,n,4
24,35364,rent,1.0,medical,b,20000,12.53,1,0.57,n,4
25,38000,rent,4.0,medical,d,20000,14.59,1,0.53,n,4
23,32000,rent,3.0,debtconsolidation,d,20000,12.61,1,0.63,n,4
25,38004,rent,6.0,medical,c,20000,13.11,1,0.53,n,2
23,20000,mortgage,2.0,medical,b,6400,10.65,0,0.32,n,4
25,38556,rent,9.0,personal,c,20000,11.22,1,0.52,y,4
23,32900,rent,1.0,education,d,20000,16.0,1,0.61,n,2
25,34000,rent,10.0,homeimprovement,b,20000,8.88,1,0.59,n,4
24,40000,rent,4.0,personal,b,20000,12.53,1,0.5,n,3
21,36000,rent,5.0,medical,d,20000,10.99,1,0.56,y,2
26,20000,mortgage,5.0,medical,a,4800,5.99,0,0.24,n,3
25,42000,rent,2.0,education,c,20000,13.47,1,0.48,n,4
22,42224,rent,7.0,venture,a,20000,6.99,1,0.47,n,4
25,20000,own,0.0,personal,d,5650,15.99,0,0.28,y,2
23,20000,mortgage,7.0,education,c,3625,10.99,0,0.18,y,3
22,37212,rent,6.0,debtconsolidation,e,20000,16.69,1,0.54,n,3
25,38000,rent,9.0,medical,b,20000,11.11,1,0.53,n,4
22,45000,rent,0.0,education,a,20000,7.9,1,0.44,n,4
23,45000,rent,4.0,personal,b,20000,10.25,1,0.44,n,2
24,45000,rent,8.0,medical,e,20000,10.99,1,0.44,n,2
23,20000,own,7.0,medical,a,1200,7.49,0,0.06,n,3
22,45000,rent,1.0,debtconsolidation,c,20000,13.92,1,0.44,y,3
24,39000,rent,5.0,medical,d,20000,14.74,1,0.51,n,2
24,46500,rent,5.0,education,b,20000,10.62,1,0.43,n,2
22,48000,rent,7.0,venture,b,20000,10.65,1,0.42,n,3
22,42000,rent,1.0,personal,d,20000,12.99,1,0.48,n,3
22,48500,rent,1.0,venture,b,20000,11.36,1,0.41,n,4
22,20000,own,3.0,education,a,7500,5.79,0,0.38,n,4
23,49400,rent,0.0,education,a,20000,6.54,1,0.4,n,4
25,20000,mortgage,1.0,venture,a,4000,5.79,0,0.2,n,2
25,50000,rent,10.0,debtconsolidation,a,20000,7.49,1,0.4,n,3
25,50000,rent,9.0,education,c,20000,13.43,1,0.4,n,2
22,50000,rent,6.0,debtconsolidation,c,20000,13.22,1,0.4,n,2
22,20000,own,1.0,venture,c,5000,14.72,0,0.25,n,3
22,44000,rent,2.0,education,e,20000,15.68,1,0.45,n,4
24,50866,rent,6.0,medical,b,20000,10.99,1,0.39,n,3
25,50950,rent,5.0,homeimprovement,b,20000,11.48,1,0.39,n,3
24,51000,rent,8.0,venture,b,20000,10.38,1,0.39,n,3
22,51000,rent,5.0,education,b,20000,12.53,1,0.39,n,3
22,51000,rent,0.0,education,c,20000,13.47,1,0.39,n,2
24,51500,rent,6.0,venture,b,20000,12.21,1,0.39,n,4
25,51996,rent,9.0,venture,b,20000,10.99,1,0.38,n,3
25,52000,rent,1.0,education,b,20000,11.36,1,0.38,n,4
22,46000,rent,2.0,debtconsolidation,d,20000,16.0,1,0.43,y,4
26,20000,mortgage,1.0,personal,a,1500,7.74,0,0.07,n,3
24,52000,rent,8.0,education,d,20000,15.65,1,0.38,y,2
25,46000,rent,9.0,debtconsolidation,c,20000,11.78,1,0.43,y,2
24,52559,rent,9.0,homeimprovement,b,20000,10.99,1,0.38,n,3
22,47000,rent,5.0,medical,d,20000,16.77,1,0.43,n,3
22,54000,rent,2.0,education,b,20000,9.91,1,0.37,n,4
23,48000,rent,7.0,medical,d,20000,15.65,1,0.42,n,4
23,48000,rent,0.0,medical,d,20000,14.96,1,0.42,n,3
23,54000,rent,1.0,venture,b,20000,11.83,1,0.37,n,4
24,48912,rent,0.0,medical,c,20000,11.66,1,0.41,n,4
26,54996,rent,8.0,education,b,20000,12.18,1,0.36,n,4
24,55000,rent,8.0,homeimprovement,a,20000,6.91,1,0.36,n,2
25,55000,rent,3.0,debtconsolidation,a,20000,6.91,1,0.36,n,3
26,49000,rent,0.0,homeimprovement,f,20000,19.79,1,0.41,n,3
25,55000,rent,0.0,venture,b,20000,9.88,1,0.36,n,4
22,20000,mortgage,0.0,personal,b,16600,9.76,0,0.83,n,3
23,55000,rent,5.0,debtconsolidation,b,20000,12.53,1,0.36,n,2
25,55200,rent,7.0,venture,b,20000,10.99,1,0.36,n,4
23,20004,mortgage,6.0,personal,a,7125,6.99,0,0.36,n,2
23,57000,rent,3.0,education,d,20000,16.89,1,0.35,n,2
22,51012,rent,1.0,personal,d,20000,17.49,1,0.39,y,4
23,20004,mortgage,2.0,education,e,2500,16.82,0,0.12,y,2
26,20004,mortgage,4.0,homeimprovement,b,3600,10.99,0,0.18,n,2
22,58000,rent,0.0,debtconsolidation,c,20000,13.11,1,0.34,n,2
23,58800,rent,7.0,debtconsolidation,a,20000,7.66,1,0.34,n,3
26,59000,rent,10.0,medical,a,20000,6.17,1,0.34,n,3
26,53000,rent,1.0,personal,e,20000,16.35,1,0.38,y,4
23,60000,rent,7.0,medical,a,20000,7.9,1,0.33,n,2
24,54000,rent,2.0,venture,d,20000,16.49,1,0.37,n,2
21,20245,own,5.0,venture,a,3550,10.99,0,0.18,n,4
26,20280,mortgage,5.0,homeimprovement,a,7000,8.0,0,0.35,n,2
24,60000,rent,0.0,personal,b,20000,10.99,1,0.33,n,2
24,20352,own,3.0,venture,a,7750,6.91,0,0.38,n,3
25,54000,rent,6.0,personal,b,20000,8.88,1,0.37,n,3
24,60000,rent,8.0,venture,a,20000,10.99,1,0.33,n,4
23,54000,rent,6.0,debtconsolidation,d,20000,14.84,1,0.37,y,3
23,54000,rent,2.0,personal,b,20000,11.12,1,0.37,n,2
22,60000,rent,4.0,education,a,20000,7.88,1,0.33,n,3
25,60000,rent,2.0,education,b,20000,10.99,1,0.33,n,2
22,20400,mortgage,6.0,education,d,6000,15.99,0,0.29,y,4
24,20400,mortgage,5.0,debtconsolidation,b,5500,10.99,0,0.27,n,4
25,60000,rent,9.0,education,b,20000,10.99,1,0.33,n,3
25,54000,rent,1.0,personal,d,20000,15.65,1,0.37,y,3
24,54000,rent,1.0,personal,e,20000,17.04,1,0.37,y,3
23,60000,rent,3.0,education,b,20000,12.21,1,0.33,n,2
21,20400,own,2.0,education,c,1275,15.23,0,0.06,y,3
25,54000,rent,1.0,debtconsolidation,d,20000,14.11,1,0.37,n,4
24,60000,rent,0.0,personal,b,20000,11.14,1,0.33,n,2
21,20400,own,5.0,medical,b,2400,11.49,0,0.12,n,4
24,60000,rent,8.0,personal,d,20000,13.87,1,0.33,n,4
26,60000,rent,3.0,homeimprovement,b,20000,10.08,1,0.33,n,4
23,54504,rent,1.0,personal,e,20000,16.7,1,0.37,y,4
24,55000,rent,2.0,venture,e,20000,18.64,1,0.36,n,2
24,61000,rent,2.0,homeimprovement,b,20000,12.18,1,0.33,n,4
22,20400,own,0.0,debtconsolidation,d,3800,10.99,0,0.19,y,3
25,62000,rent,3.0,medical,a,20000,6.54,1,0.32,n,3
24,56000,rent,3.0,education,d,20000,14.61,1,0.36,y,4
21,56000,rent,4.0,venture,e,20000,17.39,1,0.36,y,3
24,62400,rent,8.0,homeimprovement,b,20000,11.12,1,0.32,n,2
25,62400,rent,7.0,venture,b,20000,11.48,1,0.32,n,2
25,63000,rent,3.0,medical,b,20000,12.42,1,0.32,n,3
26,58000,rent,0.0,debtconsolidation,b,20000,10.25,1,0.34,n,2
23,65000,rent,0.0,medical,b,20000,10.65,1,0.31,n,3
24,20800,own,0.0,personal,d,5000,16.29,0,0.24,y,3
23,65000,rent,0.0,medical,b,20000,10.37,1,0.31,n,2
23,65000,rent,7.0,venture,b,20000,11.49,1,0.31,n,3
24,20856,own,4.0,venture,b,10000,10.59,0,0.48,n,4
25,20868,own,0.0,venture,c,5375,13.49,0,0.26,y,2
26,59000,rent,3.0,personal,c,20000,10.99,1,0.34,n,4
23,59000,rent,7.0,education,c,20000,12.29,1,0.34,n,4
21,21000,mortgage,5.0,debtconsolidation,d,3500,17.27,1,0.17,y,2
26,65004,rent,7.0,debtconsolidation,b,20000,11.99,1,0.31,n,2
25,59004,rent,1.0,personal,d,20000,14.84,1,0.34,y,2
23,59004,rent,5.0,debtconsolidation,b,20000,10.83,1,0.34,n,2
23,65500,rent,2.0,debtconsolidation,c,20000,13.22,1,0.31,n,2
22,66996,rent,3.0,education,b,20000,12.18,0,0.3,n,2
23,67000,rent,0.0,medical,b,20000,11.11,0,0.3,n,2
24,67000,rent,5.0,homeimprovement,c,20000,13.48,0,0.3,y,2
26,68000,rent,10.0,education,b,20000,10.75,0,0.29,n,4
25,68000,rent,4.0,personal,c,20000,12.53,0,0.29,y,4
24,62400,rent,4.0,debtconsolidation,d,20000,14.84,1,0.32,n,4
23,69500,rent,3.0,venture,e,20000,17.74,0,0.29,y,2
25,70000,rent,5.0,homeimprovement,b,20000,9.99,0,0.29,n,2
22,70000,rent,2.0,personal,a,20000,6.91,0,0.29,n,4
25,64000,rent,0.0,homeimprovement,e,20000,10.99,1,0.31,n,4
25,71004,rent,9.0,personal,d,20000,14.09,0,0.28,n,2
22,21000,mortgage,4.0,debtconsolidation,b,3000,11.49,0,0.14,n,3
23,71004,rent,8.0,education,d,20000,14.09,0,0.28,n,3
23,55392,rent,3.0,medical,d,20000,15.2,1,0.31,y,4
24,72000,rent,5.0,medical,b,20000,11.83,0,0.28,n,2
24,21000,other,4.0,personal,b,6000,12.21,0,0.29,n,2
23,66000,rent,1.0,venture,d,20000,14.11,1,0.3,n,3
22,66000,rent,3.0,debtconsolidation,d,20000,14.42,1,0.3,n,2
24,72000,rent,4.0,homeimprovement,d,20000,14.74,0,0.28,y,3
24,74000,rent,0.0,homeimprovement,b,20000,12.69,0,0.27,n,3
22,21120,mortgage,3.0,debtconsolidation,d,1625,16.89,1,0.08,y,3
25,75000,rent,8.0,debtconsolidation,b,20000,10.99,0,0.27,n,4
21,21216,mortgage,5.0,homeimprovement,d,4500,10.99,1,0.21,y,2
25,21221,mortgage,4.0,venture,b,8500,9.63,0,0.4,n,4
24,75000,rent,4.0,homeimprovement,b,20000,8.88,0,0.27,n,3
26,75000,rent,5.0,medical,a,20000,6.91,0,0.27,n,4
26,75000,rent,3.0,education,a,20000,10.99,0,0.27,n,3
25,75000,rent,0.0,personal,b,20000,10.38,0,0.27,n,3
22,69000,rent,6.0,debtconsolidation,b,20000,10.99,1,0.29,n,4
22,75000,rent,2.0,venture,c,20000,10.99,0,0.27,n,2
21,21600,mortgage,6.0,personal,a,7575,10.99,0,0.35,n,3
26,21600,own,5.0,education,b,5200,12.42,0,0.24,n,3
24,69000,rent,0.0,homeimprovement,e,20000,14.82,1,0.29,n,4
23,75600,rent,3.0,personal,e,20000,16.32,0,0.26,y,3
23,59497,rent,0.0,medical,e,20000,16.0,1,0.29,n,3
23,76000,rent,7.0,medical,b,20000,10.37,0,0.26,n,3
26,70000,rent,7.0,debtconsolidation,c,20000,13.16,1,0.29,n,3
24,70000,rent,8.0,venture,e,20000,14.88,1,0.29,n,4
22,77004,rent,6.0,debtconsolidation,c,20000,13.98,0,0.26,n,4
26,71004,rent,0.0,homeimprovement,d,20000,13.36,1,0.28,y,2
21,21600,own,4.0,venture,a,7125,6.99,0,0.33,n,3
22,21600,mortgage,4.0,education,a,4025,5.42,0,0.19,n,4
24,21600,mortgage,8.0,medical,a,8000,5.42,0,0.37,n,2
26,78000,rent,8.0,homeimprovement,c,20000,13.85,0,0.26,y,4
22,21600,mortgage,4.0,personal,c,4000,12.99,0,0.19,n,2
26,21600,own,4.0,medical,b,4200,9.99,0,0.19,n,3
22,21600,mortgage,6.0,venture,c,1400,10.99,0,0.06,n,2
23,61200,rent,4.0,medical,b,20000,11.14,1,0.28,n,2
21,21600,mortgage,2.0,debtconsolidation,a,3800,5.99,0,0.18,n,2
24,72000,rent,6.0,debtconsolidation,d,20000,10.99,1,0.28,y,4
23,78000,rent,3.0,venture,b,20000,11.58,0,0.26,n,3
23,78500,rent,7.0,medical,c,20000,13.85,0,0.25,y,4
23,79000,rent,5.0,education,d,20000,16.89,0,0.25,y,4
23,80000,rent,4.0,medical,a,20000,7.9,0,0.25,n,4
23,21600,own,2.0,venture,c,6000,12.68,0,0.28,n,4
22,62900,rent,6.0,medical,d,20000,14.91,1,0.27,n,4
24,80000,rent,3.0,venture,c,20000,13.06,0,0.25,n,4
25,80000,rent,7.0,education,b,20000,8.88,0,0.25,n,4
23,21600,mortgage,7.0,education,a,2000,6.17,0,0.09,n,4
22,80000,rent,3.0,education,c,20000,13.98,0,0.25,y,4
22,21600,own,3.0,venture,a,8500,6.54,0,0.39,n,4
26,62900,rent,2.0,medical,c,20000,13.85,1,0.27,n,3
26,21600,mortgage,0.0,homeimprovement,b,1000,10.36,0,0.05,n,3
25,74004,rent,2.0,personal,e,20000,15.95,1,0.27,y,4
25,80004,rent,9.0,homeimprovement,c,20000,14.26,0,0.25,y,4
23,80700,rent,7.0,medical,b,20000,11.71,0,0.25,n,2
22,81000,rent,3.0,debtconsolidation,c,20000,13.49,0,0.25,n,4
24,21600,mortgage,0.0,debtconsolidation,d,2000,14.84,1,0.09,n,2
22,82000,rent,6.0,education,c,20000,10.99,0,0.24,y,2
23,76042,rent,6.0,homeimprovement,d,20000,15.05,1,0.26,y,4
22,76654,rent,2.0,education,c,20000,13.79,1,0.26,y,4
24,83500,rent,1.0,education,c,20000,13.48,0,0.24,n,3
26,21600,own,4.0,venture,a,3000,6.76,0,0.14,n,2
23,84000,rent,7.0,personal,b,20000,11.11,0,0.24,n,4
25,84000,rent,9.0,education,c,20000,13.92,0,0.24,n,2
23,21600,own,0.0,education,b,4400,12.53,0,0.2,n,2
21,21600,mortgage,2.0,debtconsolidation,b,10000,11.14,0,0.46,n,2
24,78996,rent,2.0,homeimprovement,d,20000,14.11,1,0.25,n,2
23,85000,rent,0.0,medical,a,20000,7.49,0,0.24,n,2
25,85000,rent,3.0,debtconsolidation,b,20000,10.25,0,0.24,n,3
26,73000,rent,3.0,personal,b,20000,12.53,1,0.27,n,2
21,21816,mortgage,2.0,personal,b,1500,11.86,0,0.07,n,3
23,21840,own,1.0,venture,a,9000,7.88,0,0.41,n,3
25,85000,rent,4.0,homeimprovement,b,20000,10.99,0,0.24,n,2
24,21948,mortgage,2.0,venture,d,4000,10.99,0,0.18,n,2
22,87000,rent,5.0,debtconsolidation,c,20000,13.85,0,0.23,n,4
23,21996,own,4.0,personal,c,6000,13.23,0,0.27,n,4
22,90000,rent,5.0,personal,b,20000,10.99,0,0.22,n,4
23,78000,rent,0.0,homeimprovement,f,20000,18.25,1,0.26,y,2
24,90000,rent,9.0,debtconsolidation,a,20000,6.54,0,0.22,n,3
23,90000,rent,2.0,medical,b,20000,11.49,0,0.22,n,4
